GEOID,scenario,period,HDD,CDD,midyear,SST
3603001,RCP45,2035-2065,2422.6671950085906,690.1054896973379,2050,1.24
3603002,RCP45,2035-2065,2359.6627611019417,718.79239871267,2050,1.24
3603003,RCP45,2035-2065,2481.291259765625,658.4686889648438,2050,1.24
3603102,RCP45,2035-2065,2384.5548884056343,684.2352378763184,2050,1.24
3603103,RCP45,2035-2065,2410.672702056083,654.2597420902666,2050,1.24
3603110,RCP45,2035-2065,2258.2524617339413,730.8942133446591,2050,1.24
3603111,RCP45,2035-2065,2240.386745327821,763.0391460744378,2050,1.24
3603112,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3603113,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3603114,RCP45,2035-2065,2151.988699797521,796.9310783170104,2050,1.24
3603201,RCP45,2035-2065,2151.013647912429,767.1959359559473,2050,1.24
3603202,RCP45,2035-2065,2159.443605419998,753.0511774748146,2050,1.24
3603203,RCP45,2035-2065,2151.135172018963,729.614891714949,2050,1.24
3603204,RCP45,2035-2065,2125.695350285726,768.8820133437779,2050,1.24
3603205,RCP45,2035-2065,2073.55517578125,775.031005859375,2050,1.24
3603206,RCP45,2035-2065,2073.55517578125,775.031005859375,2050,1.24
3603207,RCP45,2035-2065,2022.517076194786,749.3667717217471,2050,1.24
3603208,RCP45,2035-2065,2019.37841796875,748.9627685546875,2050,1.24
3603209,RCP45,2035-2065,2065.3321741264162,771.0743431288936,2050,1.24
3603210,RCP45,2035-2065,2070.942576960644,773.7739013594489,2050,1.24
3603211,RCP45,2035-2065,2073.55517578125,775.031005859375,2050,1.24
3603212,RCP45,2035-2065,2075.209885655975,776.2683474513376,2050,1.24
3603301,RCP45,2035-2065,2199.590087890625,692.1614990234375,2050,1.24
3603302,RCP45,2035-2065,2199.590087890625,692.1614990234375,2050,1.24
3603303,RCP45,2035-2065,2217.698237633274,666.2427376696357,2050,1.24
3603304,RCP45,2035-2065,2251.0404891194,641.6749782905346,2050,1.24
3603305,RCP45,2035-2065,2274.911387428515,606.9049350118433,2050,1.24
3603306,RCP45,2035-2065,2257.784685717012,625.5348070070676,2050,1.24
3603307,RCP45,2035-2065,2239.70841554468,645.6949271218166,2050,1.24
3603308,RCP45,2035-2065,2226.131591796875,654.1718139648438,2050,1.24
3603309,RCP45,2035-2065,2177.0970659195564,669.4830609982274,2050,1.24
3603310,RCP45,2035-2065,2206.3676844844244,672.1915749886069,2050,1.24
3603311,RCP45,2035-2065,1994.455170416037,729.9355583470576,2050,1.24
3603312,RCP45,2035-2065,2019.3814583609246,748.9618102475175,2050,1.24
3603313,RCP45,2035-2065,2080.644127067414,729.6523095980338,2050,1.24
3604103,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604104,RCP45,2035-2065,2158.344314586089,809.5047855305353,2050,1.24
3604107,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604108,RCP45,2035-2065,2152.3126367855093,807.3553764918469,2050,1.24
3604109,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604110,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604111,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604112,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604121,RCP45,2035-2065,2139.639512195779,823.1842853031796,2050,1.24
3604165,RCP45,2035-2065,2131.8652785602826,805.9276507046405,2050,1.24
3604204,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604205,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604207,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604208,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604209,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604210,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604211,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604212,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604221,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604263,RCP45,2035-2065,2152.33056640625,807.3566284179688,2050,1.24
3604301,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604302,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604303,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604304,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604305,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604306,RCP45,2035-2065,2121.9671182668317,810.810888430561,2050,1.24
3604307,RCP45,2035-2065,2131.3180833893875,817.3580038394067,2050,1.24
3604308,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604309,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604310,RCP45,2035-2065,2146.263152226132,827.8218532052103,2050,1.24
3604311,RCP45,2035-2065,2122.722241417599,811.3395909068473,2050,1.24
3604312,RCP45,2035-2065,2115.962368402257,806.6066389387317,2050,1.24
3604313,RCP45,2035-2065,2117.11355748272,807.4126485504038,2050,1.24
3604314,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604315,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604316,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604317,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604318,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604401,RCP45,2035-2065,2152.2528287981095,807.3512004313039,2050,1.24
3604402,RCP45,2035-2065,2116.429796566208,804.8498764788383,2050,1.24
3604403,RCP45,2035-2065,2149.3859418211946,807.1510215905528,2050,1.24
3604404,RCP45,2035-2065,2118.301531107364,804.9805693361636,2050,1.24
3604405,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604406,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604407,RCP45,2035-2065,2147.168224084555,806.9961706427448,2050,1.24
3604408,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604409,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604410,RCP45,2035-2065,2113.12353515625,804.6190185546875,2050,1.24
3604411,RCP45,2035-2065,2136.1293756784466,792.8484734486733,2050,1.24
3604412,RCP45,2035-2065,2112.327766856057,804.0239672829001,2050,1.24
3604413,RCP45,2035-2065,2081.440875301406,780.9276915243663,2050,1.24
3604414,RCP45,2035-2065,2111.6919296981923,803.5485076430206,2050,1.24
3604501,RCP45,2035-2065,2146.420654296875,827.93212890625,2050,1.24
3604502,RCP45,2035-2065,2146.420654296875,827.93212890625,2050,1.24
3604503,RCP45,2035-2065,2147.373096341867,827.4637984835202,2050,1.24
3700100,RCP45,2035-2065,2145.2532542743893,505.7598944965894,2050,1.24
3700200,RCP45,2035-2065,1689.2854474842754,925.781033266291,2050,1.24
3700300,RCP45,2035-2065,1569.9728647698005,1069.1818703449746,2050,1.24
3700400,RCP45,2035-2065,1554.5290125024533,1116.4879298440953,2050,1.24
3700500,RCP45,2035-2065,1443.566103093721,1196.1214861611293,2050,1.24
3700600,RCP45,2035-2065,1402.6005654625894,1231.6836834276721,2050,1.24
3700700,RCP45,2035-2065,1286.7876368903048,1222.701486676093,2050,1.24
3700800,RCP45,2035-2065,1129.1738329297082,1276.6588029821382,2050,1.24
3700900,RCP45,2035-2065,1359.4297019032717,1255.0163783984437,2050,1.24
3701001,RCP45,2035-2065,1288.796008701479,1291.7842583348765,2050,1.24
3701101,RCP45,2035-2065,1246.1264844450716,1337.1298209651968,2050,1.24
3701201,RCP45,2035-2065,1388.3765731503033,1227.204826431073,2050,1.24
3701202,RCP45,2035-2065,1397.8651123046875,1220.919189453125,2050,1.24
3701203,RCP45,2035-2065,1411.809022653943,1212.1845604368887,2050,1.24
3701204,RCP45,2035-2065,1396.6495634222065,1222.5756870482032,2050,1.24
3701205,RCP45,2035-2065,1333.3402502481295,1263.360069192359,2050,1.24
3701206,RCP45,2035-2065,1419.2723921586585,1207.2225843550564,2050,1.24
3701207,RCP45,2035-2065,1375.6136823168981,1231.1408373166287,2050,1.24
3701208,RCP45,2035-2065,1342.460492093218,1256.8640833490488,2050,1.24
3701301,RCP45,2035-2065,1428.1156837752103,1181.8413159083548,2050,1.24
3701302,RCP45,2035-2065,1470.34447563794,1169.8222605345732,2050,1.24
3701400,RCP45,2035-2065,1517.4477774322997,1111.935637989827,2050,1.24
3701500,RCP45,2035-2065,1382.923480175888,1210.7103169991549,2050,1.24
3701600,RCP45,2035-2065,1502.4081334705425,1119.9655704268346,2050,1.24
3701701,RCP45,2035-2065,1532.2674292161144,1087.7029394570893,2050,1.24
3701702,RCP45,2035-2065,1532.4036995686479,1087.3422920568112,2050,1.24
3701703,RCP45,2035-2065,1493.565250307151,1115.421894218936,2050,1.24
3701704,RCP45,2035-2065,1482.8562084688251,1118.8925185004687,2050,1.24
3701801,RCP45,2035-2065,1504.6621145593745,1102.347315451143,2050,1.24
3701802,RCP45,2035-2065,1507.789940478683,1099.8624310837051,2050,1.24
3701803,RCP45,2035-2065,1475.815626262555,1127.9381078712872,2050,1.24
3701900,RCP45,2035-2065,1442.9155982332834,1147.684523567231,2050,1.24
3702000,RCP45,2035-2065,1569.1985558338051,970.7921773963618,2050,1.24
3702100,RCP45,2035-2065,1489.4904058186025,1010.5513214174639,2050,1.24
3702201,RCP45,2035-2065,2084.1199938906257,493.21935160823284,2050,1.24
3702202,RCP45,2035-2065,2367.9176939456447,337.5234853366274,2050,1.24
3702300,RCP45,2035-2065,1872.4682583613862,687.2872943746407,2050,1.24
3702400,RCP45,2035-2065,1745.795035772545,752.3199323666233,2050,1.24
3702500,RCP45,2035-2065,1651.6303630106554,797.8844558544902,2050,1.24
3702600,RCP45,2035-2065,1348.583277135396,1158.1275379655817,2050,1.24
3702700,RCP45,2035-2065,1320.695375512128,1211.5403780958543,2050,1.24
3702800,RCP45,2035-2065,1392.2594817042504,1163.114865708134,2050,1.24
3702900,RCP45,2035-2065,1381.1718465885065,1189.888147803179,2050,1.24
3703001,RCP45,2035-2065,1275.4208431718882,1270.3742715329881,2050,1.24
3703002,RCP45,2035-2065,1281.9658589092166,1272.1258071789114,2050,1.24
3703101,RCP45,2035-2065,1267.019455783511,1284.3038326697354,2050,1.24
3703102,RCP45,2035-2065,1299.7708734594055,1269.3209422749267,2050,1.24
3703103,RCP45,2035-2065,1284.9179394773764,1279.116613490278,2050,1.24
3703104,RCP45,2035-2065,1247.931327057582,1305.6827177414923,2050,1.24
3703105,RCP45,2035-2065,1246.9656982421875,1306.771240234375,2050,1.24
3703106,RCP45,2035-2065,1281.8687744140625,1272.343994140625,2050,1.24
3703107,RCP45,2035-2065,1297.0180712234785,1276.8024136398383,2050,1.24
3703108,RCP45,2035-2065,1264.4347398051561,1288.6892353194662,2050,1.24
3703200,RCP45,2035-2065,1299.160887456058,1275.2060241528404,2050,1.24
3703300,RCP45,2035-2065,1286.666206651287,1272.912509379149,2050,1.24
3703400,RCP45,2035-2065,1397.2422710980932,1184.840550130932,2050,1.24
3703500,RCP45,2035-2065,1407.2959171962827,1179.2489906211288,2050,1.24
3703600,RCP45,2035-2065,1433.7410111054294,1152.9530503636477,2050,1.24
3703700,RCP45,2035-2065,1326.8390916358098,1240.3926990074158,2050,1.24
3703800,RCP45,2035-2065,1267.4111831194884,1314.0596842173072,2050,1.24
3703900,RCP45,2035-2065,1092.4231656372679,1398.8243116912035,2050,1.24
3704000,RCP45,2035-2065,1202.0978740809294,1348.7611023630104,2050,1.24
3704101,RCP45,2035-2065,1093.0449038094778,1359.506325796681,2050,1.24
3704200,RCP45,2035-2065,1259.5545664645035,1285.1498578518704,2050,1.24
3704300,RCP45,2035-2065,1008.6042620656284,1367.9991350968248,2050,1.24
3704501,RCP45,2035-2065,1005.9645959670567,1401.2143713682449,2050,1.24
3704601,RCP45,2035-2065,989.868251736227,1443.572358716971,2050,1.24
3704701,RCP45,2035-2065,914.2541612202705,1456.19773356319,2050,1.24
3704800,RCP45,2035-2065,909.8761435363547,1452.0785845725734,2050,1.24
3704900,RCP45,2035-2065,1043.2084545326784,1429.538662983945,2050,1.24
3705001,RCP45,2035-2065,1220.3267237324071,1353.3402699432022,2050,1.24
3705002,RCP45,2035-2065,1155.460455152827,1393.7620833288588,2050,1.24
3705003,RCP45,2035-2065,1228.2068019357373,1332.708779912343,2050,1.24
3705200,RCP45,2035-2065,1227.6904038103635,1318.207954387528,2050,1.24
3705301,RCP45,2035-2065,1221.3407936147976,1311.8255165876387,2050,1.24
3705401,RCP45,2035-2065,1248.7432402609065,1291.5811912551637,2050,1.24
3800100,RCP45,2035-2065,3935.73490082217,417.98646992544303,2050,1.24
3800200,RCP45,2035-2065,4401.736948644329,316.3542497787406,2050,1.24
3800300,RCP45,2035-2065,4045.0961313097196,411.0917186057421,2050,1.24
3800400,RCP45,2035-2065,4185.81989375469,410.0206983474632,2050,1.24
3800500,RCP45,2035-2065,4484.362011550325,342.3554408350284,2050,1.24
3800600,RCP45,2035-2065,4181.669243330581,430.6735449627486,2050,1.24
3900100,RCP45,2035-2065,2774.5016963951,627.662589548704,2050,1.24
3900200,RCP45,2035-2065,2783.043444579505,620.5115408606587,2050,1.24
3900301,RCP45,2035-2065,2795.1395267066987,602.7188395024307,2050,1.24
3900302,RCP45,2035-2065,2781.844970703125,610.95849609375,2050,1.24
3900303,RCP45,2035-2065,2778.7384748515565,613.9097803977817,2050,1.24
3900401,RCP45,2035-2065,2739.1612902221646,626.5577512004288,2050,1.24
3900500,RCP45,2035-2065,2779.9116496131765,578.1805298816363,2050,1.24
3900601,RCP45,2035-2065,2712.647573886174,594.7920448550125,2050,1.24
3900602,RCP45,2035-2065,2731.9492696332977,570.691458783658,2050,1.24
3900701,RCP45,2035-2065,2712.8123641995066,582.7717452647378,2050,1.24
3900702,RCP45,2035-2065,2712.822021484375,582.7437133789062,2050,1.24
3900703,RCP45,2035-2065,2714.619483816299,580.1348967964389,2050,1.24
3900704,RCP45,2035-2065,2720.4639341676966,571.6523273865919,2050,1.24
3900705,RCP45,2035-2065,2719.6531099335953,572.8291485470804,2050,1.24
3900706,RCP45,2035-2065,2730.0024199116824,561.7424123630187,2050,1.24
3900707,RCP45,2035-2065,2719.545834371094,570.6062958693572,2050,1.24
3900708,RCP45,2035-2065,2709.1393461375587,580.0676686123089,2050,1.24
3900709,RCP45,2035-2065,2703.363437862195,585.2252546707506,2050,1.24
3900710,RCP45,2035-2065,2757.759329284573,538.2963500238959,2050,1.24
3900801,RCP45,2035-2065,2767.7822780896167,530.0449988928534,2050,1.24
3900802,RCP45,2035-2065,2777.7321322931734,520.9257880802131,2050,1.24
3900900,RCP45,2035-2065,2775.0279426435704,518.8011070191292,2050,1.24
3901001,RCP45,2035-2065,2711.21626552522,542.7154978798698,2050,1.24
3901002,RCP45,2035-2065,2696.6644044187706,550.8629588867805,2050,1.24
3901003,RCP45,2035-2065,2705.9587363251194,545.0221540255117,2050,1.24
3901100,RCP45,2035-2065,2711.8627619711674,551.5332104686221,2050,1.24
3901201,RCP45,2035-2065,2719.0353017519865,560.0545221351521,2050,1.24
3901202,RCP45,2035-2065,2690.7220426826957,569.0576662698991,2050,1.24
3901203,RCP45,2035-2065,2690.6060771513285,571.6293852721528,2050,1.24
3901204,RCP45,2035-2065,2671.6407343237747,576.5943919312448,2050,1.24
3901300,RCP45,2035-2065,2711.097701406196,565.417914085152,2050,1.24
3901400,RCP45,2035-2065,2673.774958330882,575.0682479076091,2050,1.24
3901500,RCP45,2035-2065,2565.020863030652,620.5140867633394,2050,1.24
3901600,RCP45,2035-2065,2790.694628735852,547.2288811730333,2050,1.24
3901700,RCP45,2035-2065,2720.8781296715324,637.4656798590473,2050,1.24
3901800,RCP45,2035-2065,2756.178162805037,635.1486438882775,2050,1.24
3901900,RCP45,2035-2065,2745.664033563587,640.2209028070331,2050,1.24
3902000,RCP45,2035-2065,2745.410486767723,643.7047984401764,2050,1.24
3902100,RCP45,2035-2065,2727.5484507292063,631.6711795223254,2050,1.24
3902200,RCP45,2035-2065,2629.1138162576094,666.2171797352682,2050,1.24
3902300,RCP45,2035-2065,2586.2620914460904,683.5940939168654,2050,1.24
3902400,RCP45,2035-2065,2553.4267823749274,678.1001675241088,2050,1.24
3902500,RCP45,2035-2065,2464.1426114311457,702.084698794909,2050,1.24
3902600,RCP45,2035-2065,2665.4281386529947,613.1921913947328,2050,1.24
3902701,RCP45,2035-2065,2619.5167757367467,594.0041876578537,2050,1.24
3902702,RCP45,2035-2065,2657.650390625,577.5411376953125,2050,1.24
3902703,RCP45,2035-2065,2606.98882492967,580.549754420613,2050,1.24
3902800,RCP45,2035-2065,2594.8021573499427,578.3294811787856,2050,1.24
3902900,RCP45,2035-2065,2512.982390060398,618.1873960691086,2050,1.24
3903000,RCP45,2035-2065,2402.60016909103,660.6758029375098,2050,1.24
3903100,RCP45,2035-2065,2365.5678749118206,704.542088933384,2050,1.24
3903200,RCP45,2035-2065,2462.3585830571687,679.0070115481777,2050,1.24
3903301,RCP45,2035-2065,2618.2175900371453,657.3039714336514,2050,1.24
3903302,RCP45,2035-2065,2572.2774779418787,665.8412355884385,2050,1.24
3903401,RCP45,2035-2065,2535.471015759494,676.3817251297409,2050,1.24
3903402,RCP45,2035-2065,2546.416748046875,671.17236328125,2050,1.24
3903403,RCP45,2035-2065,2559.751510985908,679.130098275382,2050,1.24
3903404,RCP45,2035-2065,2562.550048828125,680.8001708984375,2050,1.24
3903405,RCP45,2035-2065,2529.356660831309,692.9388930296087,2050,1.24
3903406,RCP45,2035-2065,2469.40804611863,714.4347648826956,2050,1.24
3903407,RCP45,2035-2065,2501.4139457592814,692.5903803820738,2050,1.24
3903408,RCP45,2035-2065,2412.82177734375,734.7537231445312,2050,1.24
3903409,RCP45,2035-2065,2415.311509190003,733.8961177246176,2050,1.24
3903410,RCP45,2035-2065,2455.68798828125,719.9881591796875,2050,1.24
3903411,RCP45,2035-2065,2455.68798828125,719.9881591796875,2050,1.24
3903500,RCP45,2035-2065,2413.22068870147,708.2171969445163,2050,1.24
3903600,RCP45,2035-2065,2438.512252524884,728.2557622895077,2050,1.24
3903701,RCP45,2035-2065,2477.414192813497,730.7853697426091,2050,1.24
3903702,RCP45,2035-2065,2432.9894527180086,744.842114463921,2050,1.24
3903703,RCP45,2035-2065,2437.2317729990723,746.8749460477675,2050,1.24
3903704,RCP45,2035-2065,2377.348876953125,765.8861083984375,2050,1.24
3903801,RCP45,2035-2065,2344.1262913099463,787.3194853878218,2050,1.24
3903802,RCP45,2035-2065,2277.546206555919,822.1316030927984,2050,1.24
3903803,RCP45,2035-2065,2267.562744140625,822.6180419921875,2050,1.24
3903901,RCP45,2035-2065,2303.1767261021887,805.9447898108614,2050,1.24
3903902,RCP45,2035-2065,2321.2575243298757,784.0573165177418,2050,1.24
3904000,RCP45,2035-2065,2351.4663989909404,743.6691412270192,2050,1.24
3904100,RCP45,2035-2065,2311.2373231264073,736.518389117247,2050,1.24
3904200,RCP45,2035-2065,2247.3048193160294,740.9891445433293,2050,1.24
3904300,RCP45,2035-2065,2107.352286195413,806.5760441359181,2050,1.24
3904400,RCP45,2035-2065,2158.1035758301505,792.4430643681081,2050,1.24
3904501,RCP45,2035-2065,2097.948828132968,872.5777868424768,2050,1.24
3904602,RCP45,2035-2065,2196.3626513027953,841.7679823975113,2050,1.24
3904701,RCP45,2035-2065,2195.178765011426,853.3998799543846,2050,1.24
3904702,RCP45,2035-2065,2228.6172340196085,839.2811690497736,2050,1.24
3904703,RCP45,2035-2065,2228.153085768052,837.7912048219013,2050,1.24
3904704,RCP45,2035-2065,2237.372258038561,835.0351664361252,2050,1.24
3904705,RCP45,2035-2065,2210.925048828125,842.8552856445312,2050,1.24
3904706,RCP45,2035-2065,2197.240449100257,850.3721670778077,2050,1.24
3904707,RCP45,2035-2065,2179.899169921875,859.8976440429688,2050,1.24
4020100,RCP45,2035-2065,1661.5306155136184,1342.6283566703514,2050,1.24
4020200,RCP45,2035-2065,1531.4271631475945,1484.7350531184918,2050,1.24
4020300,RCP45,2035-2065,1566.3401573970857,1398.182888535042,2050,1.24
4020400,RCP45,2035-2065,1574.9870108458279,1366.4435832887998,2050,1.24
4020500,RCP45,2035-2065,1621.2820389528317,1264.451749027795,2050,1.24
4020600,RCP45,2035-2065,1483.857112802552,1288.544622431977,2050,1.24
4020700,RCP45,2035-2065,1400.7699521756006,1467.640674691192,2050,1.24
4020801,RCP45,2035-2065,1455.3097579861471,1474.0115595577174,2050,1.24
4020802,RCP45,2035-2065,1470.6080669605158,1462.0285036710243,2050,1.24
4020803,RCP45,2035-2065,1455.0048828125,1474.2108154296875,2050,1.24
4020804,RCP45,2035-2065,1433.9333124902819,1488.0866436141177,2050,1.24
4020805,RCP45,2035-2065,1424.2693645981478,1493.9225421456426,2050,1.24
4020900,RCP45,2035-2065,1395.5543657136625,1504.7097574642928,2050,1.24
4021000,RCP45,2035-2065,1344.7038686704502,1485.745581641476,2050,1.24
4021100,RCP45,2035-2065,1421.4400241806609,1529.3152261351604,2050,1.24
4021200,RCP45,2035-2065,1360.731816825762,1539.519869696881,2050,1.24
4021301,RCP45,2035-2065,1384.6732337716812,1512.2378493597664,2050,1.24
4021302,RCP45,2035-2065,1333.677307129163,1536.5041424837768,2050,1.24
4021401,RCP45,2035-2065,1397.4292719370824,1540.9099027100767,2050,1.24
4021402,RCP45,2035-2065,1392.1038076555888,1535.9546642578764,2050,1.24
4021403,RCP45,2035-2065,1384.7936633138613,1528.376440924822,2050,1.24
4021404,RCP45,2035-2065,1395.5551393159528,1532.019202576435,2050,1.24
4021405,RCP45,2035-2065,1391.03955078125,1514.3260498046875,2050,1.24
4021406,RCP45,2035-2065,1383.606839002503,1511.8463475321216,2050,1.24
4021500,RCP45,2035-2065,1410.5321292558413,1527.1690670781168,2050,1.24
4021600,RCP45,2035-2065,1300.7991485084965,1640.9488520825657,2050,1.24
4021700,RCP45,2035-2065,1233.6433546325115,1680.9979306589246,2050,1.24
4021800,RCP45,2035-2065,1278.6886195265786,1595.018160568435,2050,1.24
4021900,RCP45,2035-2065,1184.014136094285,1655.20439668033,2050,1.24
4022000,RCP45,2035-2065,1204.0692967362932,1575.8413572975153,2050,1.24
4022100,RCP45,2035-2065,1258.1326474149487,1446.869211662289,2050,1.24
4100301,RCP45,2035-2065,1859.7559916121895,261.21262549275843,2050,1.24
4100501,RCP45,2035-2065,1827.453078239517,336.8681560776502,2050,1.24
4100502,RCP45,2035-2065,1794.7231148613123,321.0107330604768,2050,1.24
4100503,RCP45,2035-2065,2949.893973021744,108.27530508166831,2050,1.24
4100504,RCP45,2035-2065,1804.6521833175977,295.76486276690264,2050,1.24
4101701,RCP45,2035-2065,2790.217631365398,231.2962050680999,2050,1.24
4101702,RCP45,2035-2065,3178.2205179805405,160.6655016454378,2050,1.24
4101900,RCP45,2035-2065,2260.7686349463183,179.15786933273608,2050,1.24
4102901,RCP45,2035-2065,1699.1554184399888,505.51251737657,2050,1.24
4102902,RCP45,2035-2065,2438.906535437026,236.04524153777376,2050,1.24
4103903,RCP45,2035-2065,1738.2428217636316,318.5288357524387,2050,1.24
4103904,RCP45,2035-2065,1888.8892879100567,287.0585117495299,2050,1.24
4103905,RCP45,2035-2065,2457.080531868658,155.43331623406382,2050,1.24
4104301,RCP45,2035-2065,2598.344856695495,165.60889068037764,2050,1.24
4104703,RCP45,2035-2065,1810.629679483398,267.40353031742023,2050,1.24
4104704,RCP45,2035-2065,1826.0690546976396,251.2233193979244,2050,1.24
4104705,RCP45,2035-2065,2914.809171178815,96.53089595364214,2050,1.24
4105101,RCP45,2035-2065,1813.1593061150243,267.47314349940933,2050,1.24
4105102,RCP45,2035-2065,1792.5791649563257,293.4490609434492,2050,1.24
4105103,RCP45,2035-2065,1792.564324918527,316.69860628699314,2050,1.24
4105105,RCP45,2035-2065,1787.29345703125,287.8087463378906,2050,1.24
4105114,RCP45,2035-2065,1899.7445324833375,199.40026603835008,2050,1.24
4105116,RCP45,2035-2065,2268.4677639101674,224.93328219619346,2050,1.24
4105901,RCP45,2035-2065,2968.7917198024475,293.03819087948557,2050,1.24
4106501,RCP45,2035-2065,3046.880114780899,227.36166943445025,2050,1.24
4106720,RCP45,2035-2065,1825.5409043027953,250.8721248526213,2050,1.24
4106721,RCP45,2035-2065,2213.2121947938804,97.94234982964049,2050,1.24
4106722,RCP45,2035-2065,1860.7211625505704,223.77003358353807,2050,1.24
4106723,RCP45,2035-2065,1854.0179456793298,228.44575931741886,2050,1.24
4106724,RCP45,2035-2065,1860.9135371392915,225.96709958226737,2050,1.24
4107100,RCP45,2035-2065,1891.4628842994669,193.15757065035157,2050,1.24
4109000,RCP45,2035-2065,2177.2404084949344,59.10537298850121,2050,1.24
4109100,RCP45,2035-2065,2060.5366476824556,81.47600657361116,2050,1.24
4109200,RCP45,2035-2065,3014.9337098486108,261.38240514879544,2050,1.24
4109300,RCP45,2035-2065,2083.0805725531586,77.28704116054895,2050,1.24
4200111,RCP45,2035-2065,2797.647780330345,503.2499105002582,2050,1.24
4200112,RCP45,2035-2065,2984.719158461862,411.1817467261992,2050,1.24
4200200,RCP45,2035-2065,2930.0271886293394,442.31149262012974,2050,1.24
4200300,RCP45,2035-2065,2973.054736042876,434.0337847330507,2050,1.24
4200400,RCP45,2035-2065,3022.691205182506,420.6316024680576,2050,1.24
4200500,RCP45,2035-2065,2833.46428012028,512.2442491303769,2050,1.24
4200600,RCP45,2035-2065,2683.1301189742626,598.8527345385882,2050,1.24
4200701,RCP45,2035-2065,2887.4868240252476,486.16495097683577,2050,1.24
4200702,RCP45,2035-2065,2900.36727366082,482.4431517419352,2050,1.24
4200801,RCP45,2035-2065,2857.021952787813,506.2405031347667,2050,1.24
4200802,RCP45,2035-2065,2794.226008849285,545.7810200748218,2050,1.24
4200803,RCP45,2035-2065,2740.3544170160776,567.6643748726523,2050,1.24
4200900,RCP45,2035-2065,2862.495008993771,500.5856342645132,2050,1.24
4201000,RCP45,2035-2065,2627.3469279878946,641.9734683003455,2050,1.24
4201100,RCP45,2035-2065,2561.9763836827387,666.0174440058175,2050,1.24
4201200,RCP45,2035-2065,2657.9939856084857,606.3085875085463,2050,1.24
4201300,RCP45,2035-2065,2876.857312594537,469.35137009481787,2050,1.24
4201400,RCP45,2035-2065,2813.2820365018956,499.5199091129593,2050,1.24
4201511,RCP45,2035-2065,2702.6677667390077,549.8307881965891,2050,1.24
4201512,RCP45,2035-2065,2558.97306588785,607.3754985969214,2050,1.24
4201600,RCP45,2035-2065,2714.0356947860755,542.3189659194674,2050,1.24
4201701,RCP45,2035-2065,2434.3905359464343,671.0267072056049,2050,1.24
4201702,RCP45,2035-2065,2446.3440110474403,661.6749016163191,2050,1.24
4201801,RCP45,2035-2065,2493.439902826364,634.8923241282871,2050,1.24
4201802,RCP45,2035-2065,2568.8163433174336,610.2030943176594,2050,1.24
4201803,RCP45,2035-2065,2548.841604369935,618.392211290672,2050,1.24
4201804,RCP45,2035-2065,2468.415071211833,656.210098798246,2050,1.24
4201805,RCP45,2035-2065,2412.8364556182983,678.4758994497156,2050,1.24
4201806,RCP45,2035-2065,2449.803316200063,658.9719352466545,2050,1.24
4201807,RCP45,2035-2065,2449.077924046784,659.5387284344847,2050,1.24
4201900,RCP45,2035-2065,2630.313812388677,586.9595044155384,2050,1.24
4202011,RCP45,2035-2065,2486.4441167481023,651.3947616825257,2050,1.24
4202012,RCP45,2035-2065,2437.632732290285,667.7486203069764,2050,1.24
