T2020PUMA_GISMATCH,gamma01b_units_FMM_agg_eq20,gamma01b_units_FMM_agg_eq21
4501901,0.99820971,0.99820971
4502001,1.0891949,1.0891949
4502100,0.66256469,0.67892224
4502201,0.87659866,0.88680172
4502202,0.58379501,0.59814668
4502301,0.61194557,0.66992772
4502302,0.44579235,0.46839327
4502303,0.64513016,0.65927476
4502500,0.75346261,0.78754127
4600100,0.51644903,0.5921731
4600501,0.97369444,0.98239028
4600601,0.38833728,0.42529702
4700200,0.67211181,0.67211181
4700301,0.79611576,0.81248486
4700302,0.6926986,0.71379
4700401,0.70486581,0.71189874
4700501,0.51088268,0.533494
4700900,0.75843328,0.76312894
4701000,0.60913181,0.64411277
4701101,0.60607356,0.64068228
4701201,0.4497163,0.51592129
4701300,0.6803866,0.6803866
4701400,0.68864423,0.68864435
4701501,0.28045943,0.30554602
4701502,0.24402587,0.26386657
4701503,0.28487033,0.29853272
4701504,0.62845761,0.64205462
4701600,0.48612484,0.51546478
4701900,0.60068381,0.62820596
4702001,0.22959115,0.26096296
4702002,0.50898403,0.52479082
4702003,0.68901384,0.69190943
4702101,0.45906001,0.49139121
4702102,0.80109626,0.80245847
4702300,0.67215228,0.6721577
4702401,0.28327924,0.29914171
4702402,0.40572092,0.42679346
4702403,0.47246534,0.49587119
4702404,0.51514119,0.55669564
4702405,0.44922826,0.46645305
4702406,0.50060594,0.53295869
4702501,0.22671376,0.2335318
4702502,0.31365338,0.32149115
4702503,0.23314905,0.2543259
4702504,0.44763002,0.50354707
4702505,0.13626266,0.17039445
4702506,0.15680666,0.1807344
4702507,0.072843887,0.086777546
4702508,0.26679054,0.28472641
4702800,0.60622275,0.63212729
4703000,0.73476875,0.73932922
4703300,0.84769046,0.84776795
4703401,0.32385707,0.34454128
4703402,0.52357352,0.5391767
4703403,0.72071517,0.7233901
4703500,0.84251148,0.84357864
4800200,0.45349053,0.49198136
4800300,0.40669349,0.45766962
4800501,0.30624574,0.32109889
4800502,0.6269747,0.68680876
4800600,0.85378134,0.86304379
4800700,0.55114585,0.60938644
4800800,0.67283428,0.70755249
4800900,0.40345341,0.42575836
4801100,0.56142676,0.62445986
4801200,0.75891447,0.77698135
4801300,0.71727139,0.71727139
4801400,0.66515529,0.66856503
4801501,0.66153133,0.66508615
4801502,0.22643408,0.26190403
4801600,0.40915239,0.45372152
4801700,0.64745027,0.68995583
4801800,0.65323412,0.65323412
4801901,0.097788535,0.10043992
4801902,0.089479148,0.091508314
4801903,0.10510517,0.1062098
4801904,0.28038952,0.29779723
4801905,0.26490915,0.27861443
4801907,0.56840456,0.57372695
4801908,0.61797357,0.61946255
4801909,0.24776587,0.25460288
4802001,0.10369879,0.11237876
4802002,0.11913609,0.12417181
4802003,0.37272117,0.38858259
4802004,0.35052338,0.37237722
4802005,0.19946964,0.22553056
4802006,0.57815439,0.58124697
4802101,0.57150412,0.58476669
4802102,0.45224753,0.48285276
4802200,0.51306891,0.51306891
4802301,0.27269611,0.27857709
4802302,0.18372527,0.18536986
4802303,0.25123382,0.26569036
4802304,0.50783747,0.52097869
4802305,0.256695,0.26619619
4802306,0.25833645,0.26470336
4802307,0.11138161,0.113825
4802308,0.16126607,0.16403772
4802309,0.12686692,0.12955417
4802310,0.11671565,0.11989853
4802311,0.19690597,0.20399764
4802312,0.19965501,0.20564419
4802313,0.18493053,0.18800804
4802314,0.27104488,0.27528602
4802315,0.2110579,0.21677892
4802316,0.23589417,0.2395514
4802317,0.35881254,0.3735052
4802318,0.29517034,0.31352755
4802319,0.28645739,0.29425949
4802320,0.23976922,0.250218
4802321,0.13002016,0.13308847
4802322,0.17287086,0.17731038
4802400,0.43098295,0.45047095
4802501,0.23656856,0.24395968
4802502,0.13584381,0.15278758
4802503,0.13337475,0.13482237
4802504,0.21488091,0.22371759
4802505,0.25250825,0.26917738
4802506,0.36492598,0.38032398
4802507,0.1610148,0.16646782
4802508,0.14294454,0.1474411
4802509,0.10435659,0.11267886
4802510,0.13036913,0.14166231
4802511,0.14008208,0.15622695
4802512,0.10736092,0.11283503
4802513,0.048199985,0.051950146
4802514,0.074304819,0.095763534
4802515,0.12888509,0.14931859
4802516,0.31922111,0.33626559
4802600,0.96116954,0.97073799
4802700,0.57432097,0.61827785
4802900,0.47371352,0.53120613
4803000,0.2329013,0.31209522
4803100,0.60352111,0.65845889
4803305,0.30630594,0.3567864
4803306,0.31192127,0.38666341
4803307,0.91431129,0.91849715
4803308,0.21037765,0.24870275
4803309,0.39702535,0.4375973
4803310,0.1550006,0.16737875
4803400,0.69644946,0.72797763
4803501,0.45213795,0.49813402
4803502,0.44429228,0.57322592
4803600,0.64189535,0.64189565
4803801,0.37176195,0.40946725
4803802,0.74044353,0.76787835
4803900,0.59131581,0.59131575
4804100,0.84403026,0.84403026
4804200,0.63160372,0.66833866
4804301,0.39659783,0.40916526
4804302,0.22524707,0.26915628
4804400,0.59686482,0.59894431
4804501,0.39745051,0.43031147
4804502,0.45307031,0.46495712
4804503,0.21609013,0.22761707
4804504,0.48695031,0.50616485
4804601,0.18514714,0.18537211
4804602,0.20167604,0.20215571
4804603,0.18915942,0.18941781
4804604,0.20713362,0.20942941
4804605,0.15831299,0.15880586
4804606,0.20310424,0.20567062
4804607,0.34178692,0.35463086
4804608,0.20763198,0.20961019
4804609,0.19319873,0.19448982
4804610,0.215381,0.21788412
4804611,0.18799743,0.19021475
4804612,0.16765773,0.16801448
4804613,0.18534495,0.18631116
4804614,0.20703246,0.20850299
4804615,0.16541387,0.16588001
4804616,0.1692273,0.17016767
4804617,0.35774988,0.36213931
4804618,0.19478808,0.19688937
4804619,0.20276663,0.20649697
4804620,0.24053851,0.25416628
4804621,0.21893673,0.22599806
4804622,0.24568591,0.2505019
4804623,0.27894279,0.30438215
4804624,0.37723485,0.39915234
4804625,0.3904776,0.39581442
4804626,0.24303865,0.25233611
4804627,0.36815736,0.37978417
4804628,0.15931566,0.16092089
4804629,0.20231804,0.20562306
4804630,0.50271219,0.50798672
4804631,0.25118139,0.25820342
4804633,0.21563669,0.23269773
4804634,0.29726407,0.30318859
4804635,0.13924229,0.14231136
4804636,0.15652893,0.15830751
4804637,0.15447952,0.15557387
4804638,0.15776804,0.15869327
4804639,0.56170297,0.56805205
4804640,0.50321662,0.53295881
4804701,0.16529018,0.20110992
4804702,0.3544831,0.36466023
4804801,0.41477787,0.42493272
4804802,0.50394446,0.53365862
4804803,0.31186745,0.35584217
4804901,0.25984848,0.2668097
4804902,0.18216042,0.18850963
4804903,0.34593573,0.35661158
4804904,0.24135242,0.2539182
4804906,0.6407932,0.64298218
4804907,0.6508069,0.65489262
4805000,0.64484131,0.64573312
4805100,1.0267185,1.0267237
4805201,0.60648549,0.63993573
4805202,0.3271009,0.36346263
4805203,0.35258415,0.37443608
4805204,0.50726092,0.54533803
4805301,0.46119866,0.51956838
4805302,0.15239747,0.16284387
4805303,0.31437719,0.3438392
4805304,0.33759415,0.37973726
4805305,0.50870329,0.54717612
4805306,0.25180298,0.26792529
4805307,0.33668947,0.34911957
4805308,0.5607729,0.57530349
4805309,0.76187575,0.77817202
4805401,0.85852367,0.86024541
4805402,0.61506909,0.66723102
4805500,0.98488158,0.98488158
4805600,0.55594295,0.6165607
4805700,0.53974211,0.57857937
4805800,0.44799966,0.49944162
4805901,0.21856816,0.2216462
4805902,0.2165453,0.22393797
4805903,0.30865279,0.31921977
4805904,0.15977064,0.16301943
4805905,0.27679238,0.28799334
4805906,0.35998288,0.3705923
4805907,0.87814087,0.88140917
4805908,0.36299807,0.38618222
4805909,0.17566369,0.18517943
4805910,0.17620681,0.18939795
4805911,0.21878661,0.23288529
4805912,0.17579715,0.18473071
4805913,0.25046271,0.27378872
4805914,0.80034107,0.80410129
4805915,0.57019424,0.57712877
4805916,0.31252247,0.33488622
4806301,0.18091804,0.19114582
4806302,0.63499945,0.6757645
4806500,0.69978732,0.72086936
4806601,0.56274772,0.58507872
4806603,0.23103493,0.23948765
4806604,0.28873268,0.30796635
4806701,0.70514834,0.76704049
4806702,0.30494088,0.40092379
4806703,0.34849605,0.36749959
4806801,0.53479069,0.58015448
4806802,0.7701807,0.78672755
4806803,0.54532951,0.58657867
4806804,0.57004154,0.60202307
4806805,0.36571863,0.38039243
4806806,0.51914185,0.56309867
4806807,0.86377203,0.87157941
4807300,1.1360394,1.1360394
4807401,0.21109891,0.22141315
4807402,0.67663646,0.71329254
4807600,0.77018839,0.77018839
4905000,0.82126367,0.82126367
4911002,0.24293843,0.29547456
4911003,0.11898765,0.20079635
4911004,0.11673553,0.14707486
4913000,0.82126367,0.82126367
4935008,0.0627845,0.078001432
4935009,0.12022951,0.14431927
4935011,0.23305343,0.23602614
4935012,0.1818532,0.20207274
4935013,0.15124464,0.15973729
4935014,0.14694151,0.17759477
4935015,0.1501976,0.15957975
4935016,0.093838282,0.11148253
4935017,0.22237964,0.26039299
4949001,0.49444112,0.5638392
4949002,0.22210911,0.23400243
4949003,0.29449257,0.3379136
4949004,0.41118038,0.46150741
4957001,0.076858602,0.13371846
4957002,-0.0721872,-0.037988916
5000200,0.61597812,0.61597812
5000300,0.43167484,0.47634903
5101301,0.21638614,0.22969955
5101302,0.16930273,0.17274022
5101900,0.7652331,0.78370827
5104101,0.5342012,0.55375153
5104102,0.64051276,0.64757752
5104103,0.75073677,0.76021969
5105901,0.28249583,0.29951537
5105902,0.29943746,0.31093675
5105904,0.38256058,0.40534836
5105905,0.46549451,0.49257049
5105906,0.29275098,0.30164188
5105907,0.28780439,0.29961935
5105908,0.32097477,0.3341108
5106100,0.65091485,0.6533038
5106900,0.3246994,0.39000541
5107300,0.72503203,0.72747856
5108501,0.79711282,0.8104561
5108701,0.61057031,0.63151342
5108702,0.3780897,0.39808807
5109500,0.55701876,0.57085896
5110701,0.27380571,0.28547382
5110702,0.46369922,0.47192475
5110703,0.51264828,0.55109137
5110901,0.84222525,0.84742475
5112100,0.82396734,0.8239764
5114300,0.67539394,0.72478396
5114501,0.80806667,0.8157894
5114900,0.42441598,0.4804112
5115301,0.6799534,0.68372774
5115302,0.38820878,0.39766687
5115303,0.32053363,0.34997228
5116101,0.58784348,0.619798
5117100,0.39693576,0.45580181
5117700,0.55385202,0.56537682
5117900,0.41357404,0.44786158
5118500,0.90187126,0.90224671
5119100,0.51296926,0.54277498
5151000,0.16302487,0.16975468
5154001,0.44063511,0.48604405
5155001,0.40446129,0.41376758
5155002,0.66674238,0.68969047
5160001,0.3690545,0.37589279
5161001,0.41804951,0.43644643
5165000,0.36754921,0.37476951
5168000,0.59377968,0.6365912
5168701,0.25952435,0.27420926
5170000,0.31247985,0.32723203
5171001,0.36622486,0.37454307
5171002,0.33327463,0.33939937
5174001,0.42046866,0.4293066
5176001,0.37749925,0.40128991
5176002,0.38059217,0.399602
5177001,0.21127374,0.22257352
5180000,0.74423313,0.77805471
5181001,0.38864481,0.40444982
5181002,0.34903872,0.3540695
5181003,0.40873778,0.43800491
5320501,0.3205103,0.46592104
5320502,0.37725002,0.43062529
5320503,0.47288814,0.51518267
5320700,0.64353096,0.64354795
5321101,0.54250377,0.578825
5321102,0.28978461,0.31814939
5321103,0.14183539,0.14658053
5321104,0.19732544,0.20488167
5321500,0.38364121,0.42970169
5322700,0.76723933,0.76994848
5323301,0.15943843,0.16635188
5323302,0.49564436,0.51838773
5323303,0.16111046,0.16762279
5323304,0.17142382,0.17560869
5323305,0.30929625,0.33114225
5323306,0.42766654,0.45175081
5323307,0.19453143,0.21185961
5323308,0.12975182,0.15280187
5323309,0.1454621,0.15317428
5323310,0.15665144,0.16290015
5323311,0.12156584,0.12846607
5323312,0.12611559,0.12854007
5323313,0.1032007,0.10405237
5323314,0.1648263,0.16800515
5323315,0.15285471,0.15764369
5323316,0.10907475,0.11193781
5323317,0.10344382,0.1045051
5323318,0.10767914,0.11069129
5323501,0.47345191,0.49667603
5323502,0.30937117,0.35083875
5324100,0.64514875,0.64890945
5325301,0.015449294,0.019974379
5325302,-0.0082115382,-0.0047469032
5325303,0.21431002,0.2297899
5325304,0.41640258,0.4347254
5325305,0.1117864,0.11926775
5325306,0.12397543,0.13323371
5325307,0.072243929,0.078528434
5325308,0.43443733,0.45694908
5326101,0.32032087,0.35675982
5326102,0.37298048,0.40783659
5326103,0.25840986,0.27175453
5326104,0.093882762,0.10003806
5326105,0.16793467,0.17616174
5326106,0.037408192,0.044407092
5326301,0.79839277,0.84483743
5326302,0.33821034,0.38018659
5326303,0.28498948,0.31067359
5326304,0.24683671,0.26106563
5326500,0.95375067,0.9538331
5326701,0.70491219,0.71004963
5326702,0.35095003,0.37103829
5327301,0.83644927,0.85770053
5327302,0.45278987,0.51943892
5327500,0.51718396,0.60891116
5327701,0.63063943,0.6824826
5327702,0.39865401,0.43579122
5400100,0.49541748,0.54494333
5400200,0.46421441,0.51355582
5400400,0.44520539,0.49458668
5400500,0.70790362,0.71472681
5400700,0.81040239,0.81040239
5400800,0.41415238,0.4685519
5400900,0.48266798,0.54694223
5401200,0.58305752,0.63237327
5500100,0.65401798,0.72399867
5500400,0.42670077,0.48141265
5500501,0.28510147,0.29866907
5500502,0.47663555,0.52395594
5500600,0.72324955,0.72324955
5500700,0.48358178,0.54571879
5500800,0.68808842,0.72727877
5500900,0.26452801,0.32359198
5501200,0.72010636,0.76580852
5501300,0.82844746,0.82976156
5501400,0.53197384,0.58700997
5501500,0.60034508,0.61044329
5501700,0.3307997,0.37629569
5501800,0.6196683,0.6196683
5501900,0.76435256,0.77492779
5502000,0.81331408,0.81331408
5502101,0.21708363,0.22072493
5502102,0.26509124,0.28069013
5502103,0.39946803,0.43939883
5502104,0.55448127,0.5960021
5502105,0.652906,0.6765762
5502200,0.39027157,0.47169858
5502300,0.73137724,0.73137724
5502400,0.54404718,0.55694354
5502501,0.60684937,0.62583917
5502502,0.28466225,0.32464182
5502503,0.37715188,0.4018057
5502600,0.46465877,0.52426195
5502801,0.2053856,0.20967695
5502802,0.20482095,0.2130174
5502803,0.16843505,0.17085744
5502804,0.19162075,0.19365236
5502805,0.17259134,0.17646946
5502806,0.14937975,0.15087409
5502807,0.19236173,0.19697757
5502808,0.32583734,0.35125291
5502900,0.29117754,0.35858026
5503000,0.2166802,0.28196785
5600300,0.46420133,0.50592196
5600400,0.43731028,0.49083447
